gene_no	ensembl_id	rank	hgnc_symbol	description	chromosome_name	band	strand	start_position	end_position	average_log2fc	combined_p	rank	hgnc_symbol	description	chromosome_name	band	strand	start_position	end_position	average_log2fc	combined_p
10685	ENSG00000169375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1475	SIN3A	SIN3 transcription regulator family member A [Source:HGNC Symbol;Acc:HGNC:19353]	15	q24.2	-1	75369379	75455842	-0.753231459	7.20E-09
10686	ENSG00000169379	10093	ARL13B	ADP-ribosylation factor-like 13B [Source:HGNC Symbol;Acc:HGNC:25419]	3	q11.1	1	93980139	94055668	0.17	1.96E-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10687	ENSG00000169385	13499	RNASE2	ribonuclease, RNase A family, 2 (liver, eosinophil-derived neurotoxin) [Source:HGNC Symbol;Acc:HGNC:10045]	14	q11.2	1	20955452	20956436	0.06	3.30E-01	7657	RNASE2	ribonuclease, RNase A family, 2 (liver, eosinophil-derived neurotoxin) [Source:HGNC Symbol;Acc:HGNC:10045]	14	q11.2	1	20955452	20956436	0.171770825	0.508912538
10688	ENSG00000169398	8643	PTK2	protein tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:9611]	8	q24.3	-1	140657900	141002216	0.10	2.03E-03	119	PTK2	protein tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:9611]	8	q24.3	-1	140657900	141002216	-1.398619167	1.74E-32
10689	ENSG00000169403	13175	PTAFR	platelet-activating factor receptor [Source:HGNC Symbol;Acc:HGNC:9582]	1	p35.3	-1	28147166	28193936	0.03	2.81E-01	2864	PTAFR	platelet-activating factor receptor [Source:HGNC Symbol;Acc:HGNC:9582]	1	p35.3	-1	28147166	28193936	0.753531424	0.000184672
10690	ENSG00000169410	8761	PTPN9	protein tyrosine phosphatase, non-receptor type 9 [Source:HGNC Symbol;Acc:HGNC:9661]	15	q24.2	-1	75463251	75579289	-0.13	2.53E-03	919	PTPN9	protein tyrosine phosphatase, non-receptor type 9 [Source:HGNC Symbol;Acc:HGNC:9661]	15	q24.2	-1	75463251	75579289	0.92664357	9.37E-13
10691	ENSG00000169413	12158	RNASE6	ribonuclease, RNase A family, k6 [Source:HGNC Symbol;Acc:HGNC:10048]	14	q11.2	1	20781051	20782467	-0.05	1.49E-01	4588	RNASE6	ribonuclease, RNase A family, k6 [Source:HGNC Symbol;Acc:HGNC:10048]	14	q11.2	1	20781051	20782467	0.710111373	0.021193918
10692	ENSG00000169418	9679	NPR1	natriuretic peptide receptor 1 [Source:HGNC Symbol;Acc:HGNC:7943]	1	q21.3	1	153678637	153693992	-0.15	1.14E-02	5070	NPR1	natriuretic peptide receptor 1 [Source:HGNC Symbol;Acc:HGNC:7943]	1	q21.3	1	153678637	153693992	0.256421457	0.044619883
10693	ENSG00000169427	16021	KCNK9	potassium channel, two pore domain subfamily K, member 9 [Source:HGNC Symbol;Acc:HGNC:6283]	8	q24.3	-1	139600838	139703056	0.00	8.49E-01	5125	KCNK9	potassium channel, two pore domain subfamily K, member 9 [Source:HGNC Symbol;Acc:HGNC:6283]	8	q24.3	-1	139600838	139703056	0.098128947	0.048570956
10694	ENSG00000169429	15286	CXCL8	chemokine (C-X-C motif) ligand 8 [Source:HGNC Symbol;Acc:HGNC:6025]	4	q13.3	1	73740506	73743716	0.05	6.84E-01	6751	CXCL8	chemokine (C-X-C motif) ligand 8 [Source:HGNC Symbol;Acc:HGNC:6025]	4	q13.3	1	73740506	73743716	0.616175758	0.285199524
10695	ENSG00000169435	9321	RASSF6	Ras association (RalGDS/AF-6) domain family member 6 [Source:HGNC Symbol;Acc:HGNC:20796]	4	q13.3	-1	73571550	73620631	-0.19	6.50E-03	2959	RASSF6	Ras association (RalGDS/AF-6) domain family member 6 [Source:HGNC Symbol;Acc:HGNC:20796]	4	q13.3	-1	73571550	73620631	0.961957443	0.000274485
10696	ENSG00000169436	8500	COL22A1	collagen, type XXII, alpha 1 [Source:HGNC Symbol;Acc:HGNC:22989]	8	q24.3	-1	138588235	138914006	-0.25	1.51E-03	7292	COL22A1	collagen, type XXII, alpha 1 [Source:HGNC Symbol;Acc:HGNC:22989]	8	q24.3	-1	138588235	138914006	-0.29070683	0.418267411
10697	ENSG00000169439	2254	SDC2	syndecan 2 [Source:HGNC Symbol;Acc:HGNC:10659]	8	q22.1	1	96493351	96611780	-0.53	3.18E-19	1191	SDC2	syndecan 2 [Source:HGNC Symbol;Acc:HGNC:10659]	8	q22.1	1	96493351	96611780	1.197096049	2.21E-10
10698	ENSG00000169442	14519	CD52	CD52 molecule [Source:HGNC Symbol;Acc:HGNC:1804]	1	p36.11	1	26317957	26320523	-0.07	5.09E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10699	ENSG00000169446	2613	MMGT1	membrane magnesium transporter 1 [Source:HGNC Symbol;Acc:HGNC:28100]	X	q26.3	-1	135962070	135974063	-0.29	4.18E-17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10700	ENSG00000169469	16020	SPRR1B	small proline-rich protein 1B [Source:HGNC Symbol;Acc:HGNC:11260]	1	q21.3	1	153031202	153032900	-0.05	8.49E-01	2773	SPRR1B	small proline-rich protein 1B [Source:HGNC Symbol;Acc:HGNC:11260]	1	q21.3	1	153031202	153032900	0.832206397	0.000122576
10701	ENSG00000169474	14165	SPRR1A	small proline-rich protein 1A [Source:HGNC Symbol;Acc:HGNC:11259]	1	q21.3	1	152985231	152985500	0.03	4.47E-01	1820	SPRR1A	small proline-rich protein 1A [Source:HGNC Symbol;Acc:HGNC:11259]	1	q21.3	1	152985231	152985500	0.898941703	2.99E-07
10702	ENSG00000169490	8463	TM2D2	TM2 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24127]	8	p11.22	-1	38988808	38996824	-0.15	1.39E-03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10703	ENSG00000169495	9515	HTRA4	HtrA serine peptidase 4 [Source:HGNC Symbol;Acc:HGNC:26909]	8	p11.22	1	38974164	38988662	0.17	8.90E-03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10704	ENSG00000169499	551	PLEKHA2	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 2 [Source:HGNC Symbol;Acc:HGNC:14336]	8	p11.22	1	38901235	38973909	-0.80	6.39E-45	3415	PLEKHA2	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 2 [Source:HGNC Symbol;Acc:HGNC:14336]	8	p11.22	1	38901235	38973909	0.451231117	0.001379003
10705	ENSG00000169504	820	CLIC4	chloride intracellular channel 4 [Source:HGNC Symbol;Acc:HGNC:13518]	1	p36.11	1	24745357	24844324	-0.59	3.01E-37	3026	CLIC4	chloride intracellular channel 4 [Source:HGNC Symbol;Acc:HGNC:13518]	1	p36.11	1	24745357	24844324	-0.420504451	0.000393626
10706	ENSG00000169507	2542	SLC38A11	solute carrier family 38, member 11 [Source:HGNC Symbol;Acc:HGNC:26836]	2	q24.3	-1	164896186	164955525	1.19	1.68E-17	5587	SLC38A11	solute carrier family 38, member 11 [Source:HGNC Symbol;Acc:HGNC:26836]	2	q24.3	-1	164896186	164955525	-0.733731788	0.089504208
10707	ENSG00000169508	7800	GPR183	G protein-coupled receptor 183 [Source:HGNC Symbol;Acc:HGNC:3128]	13	q32.3	-1	99294530	99307405	-0.74	3.06E-04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10708	ENSG00000169515	243	CCDC8	coiled-coil domain containing 8 [Source:HGNC Symbol;Acc:HGNC:25367]	19	q13.32	-1	46410372	46413584	-1.16	3.30E-59	8189	CCDC8	coiled-coil domain containing 8 [Source:HGNC Symbol;Acc:HGNC:25367]	19	q13.32	-1	46410372	46413584	-0.109825074	0.645539288
10709	ENSG00000169519	13726	METTL15	methyltransferase like 15 [Source:HGNC Symbol;Acc:HGNC:26606]	11	p14.1	1	28108248	28333507	-0.10	3.68E-01	1922	METTL15	methyltransferase like 15 [Source:HGNC Symbol;Acc:HGNC:26606]	11	p14.1	1	28108248	28333507	-1.068432058	7.40E-07
10710	ENSG00000169550	9642	MUC15	mucin 15, cell surface associated [Source:HGNC Symbol;Acc:HGNC:14956]	11	p14.2	-1	26559033	26572233	-0.65	1.07E-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10711	ENSG00000169554	472	ZEB2	zinc finger E-box binding homeobox 2 [Source:HGNC Symbol;Acc:HGNC:14881]	2	q22.3	-1	144384081	144524583	-0.87	1.91E-47	1386	ZEB2	zinc finger E-box binding homeobox 2 [Source:HGNC Symbol;Acc:HGNC:14881]	2	q22.3	-1	144384081	144524583	1.248366408	2.18E-09
10712	ENSG00000169562	42	GJB1	gap junction protein, beta 1, 32kDa [Source:HGNC Symbol;Acc:HGNC:4283]	X	q13.1	1	71215194	71225516	1.75	4.34E-94	7199	GJB1	gap junction protein, beta 1, 32kDa [Source:HGNC Symbol;Acc:HGNC:4283]	X	q13.1	1	71215194	71225516	0.248189669	0.391285183
10713	ENSG00000169564	15768	PCBP1	poly(rC) binding protein 1 [Source:HGNC Symbol;Acc:HGNC:8647]	2	p13.3	1	70087454	70089203	0.01	7.94E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10714	ENSG00000169567	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1240	HINT1	histidine triad nucleotide binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4912]	5	q23.3	-1	131159027	131171735	-1.199660578	3.89E-10
10715	ENSG00000169575	9817	VPREB1	pre-B lymphocyte 1 [Source:HGNC Symbol;Acc:HGNC:12709]	22	q11.22	1	22244675	22245515	0.29	1.37E-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10716	ENSG00000169583	1363	CLIC3	chloride intracellular channel 3 [Source:HGNC Symbol;Acc:HGNC:2064]	9	q34.3	-1	136994635	136996803	-0.74	6.84E-28	1863	CLIC3	chloride intracellular channel 3 [Source:HGNC Symbol;Acc:HGNC:2064]	9	q34.3	-1	136994635	136996803	0.770384885	4.32E-07
10717	ENSG00000169592	9897	INO80E	INO80 complex subunit E [Source:HGNC Symbol;Acc:HGNC:26905]	16	p11.2	1	29995294	30005793	-0.16	1.52E-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10718	ENSG00000169598	1941	DFFB	DNA fragmentation factor, 40kDa, beta polypeptide (caspase-activated DNase) [Source:HGNC Symbol;Acc:HGNC:2773]	1	p36.32	1	3857267	3885429	0.57	1.16E-21	5448	DFFB	DNA fragmentation factor, 40kDa, beta polypeptide (caspase-activated DNase) [Source:HGNC Symbol;Acc:HGNC:2773]	1	p36.32	1	3857267	3885429	-0.262203485	0.076631335
10719	ENSG00000169599	15922	NFU1	NFU1 iron-sulfur cluster scaffold [Source:HGNC Symbol;Acc:HGNC:16287]	2	p13.3	-1	69395750	69437628	0.01	8.26E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10720	ENSG00000169604	824	ANTXR1	anthrax toxin receptor 1 [Source:HGNC Symbol;Acc:HGNC:21014]	2	p13.3	1	69013178	69249327	-1.19	3.45E-37	4822	ANTXR1	anthrax toxin receptor 1 [Source:HGNC Symbol;Acc:HGNC:21014]	2	p13.3	1	69013178	69249327	0.704729863	0.030790571
10721	ENSG00000169607	12427	CKAP2L	cytoskeleton associated protein 2-like [Source:HGNC Symbol;Acc:HGNC:26877]	2	q14.1	-1	112736607	112764677	0.12	1.78E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10722	ENSG00000169621	1275	APLF	aprataxin and PNKP like factor [Source:HGNC Symbol;Acc:HGNC:28724]	2	p13.3	1	68467561	68655862	-0.66	3.44E-29	5637	APLF	aprataxin and PNKP like factor [Source:HGNC Symbol;Acc:HGNC:28724]	2	p13.3	1	68467561	68655862	-0.234326031	0.096545635
10723	ENSG00000169629	14740	RGPD8	RANBP2-like and GRIP domain containing 8 [Source:HGNC Symbol;Acc:HGNC:9849]	2	q14.1	-1	112370092	112434488	0.07	5.56E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10724	ENSG00000169635	9159	HIC2	hypermethylated in cancer 2 [Source:HGNC Symbol;Acc:HGNC:18595]	22	q11.21	1	21417404	21451463	0.08	5.05E-03	1693	HIC2	hypermethylated in cancer 2 [Source:HGNC Symbol;Acc:HGNC:18595]	22	q11.21	1	21417404	21451463	-0.82111108	8.45E-08
10725	ENSG00000169641	3415	LUZP1	leucine zipper protein 1 [Source:HGNC Symbol;Acc:HGNC:14985]	1	p36.12	-1	23084023	23177808	-0.39	2.11E-13	8016	LUZP1	leucine zipper protein 1 [Source:HGNC Symbol;Acc:HGNC:14985]	1	p36.12	-1	23084023	23177808	-0.103106779	0.601592934
10726	ENSG00000169660	14858	HEXDC	hexosaminidase (glycosyl hydrolase family 20, catalytic domain) containing [Source:HGNC Symbol;Acc:HGNC:26307]	17	q25.3	1	82418318	82442645	0.06	5.77E-01	1698	HEXDC	hexosaminidase (glycosyl hydrolase family 20, catalytic domain) containing [Source:HGNC Symbol;Acc:HGNC:26307]	17	q25.3	1	82418318	82442645	-0.985936232	9.00E-08
10727	ENSG00000169679	2281	BUB1	BUB1 mitotic checkpoint serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1148]	2	q13	-1	110637698	110678114	0.60	4.48E-19	4918	BUB1	BUB1 mitotic checkpoint serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1148]	2	q13	-1	110637698	110678114	-0.243279801	0.035945566
10728	ENSG00000169682	9764	SPNS1	spinster homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:30621]	16	p11.2	1	28974221	28984548	0.35	1.27E-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10729	ENSG00000169683	4392	LRRC45	leucine rich repeat containing 45 [Source:HGNC Symbol;Acc:HGNC:28302]	17	q25.3	1	82023302	82031151	0.39	2.86E-10	332	LRRC45	leucine rich repeat containing 45 [Source:HGNC Symbol;Acc:HGNC:28302]	17	q25.3	1	82023302	82031151	-1.235527208	4.05E-22
10730	ENSG00000169684	4639	CHRNA5	cholinergic receptor, nicotinic, alpha 5 (neuronal) [Source:HGNC Symbol;Acc:HGNC:1959]	15	q25.1	1	78565520	78595269	0.73	1.37E-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10731	ENSG00000169689	993	STRA13	stimulated by retinoic acid 13 [Source:HGNC Symbol;Acc:HGNC:11422]	17	q25.3	-1	82018702	82024107	0.61	6.63E-34	7761	STRA13	stimulated by retinoic acid 13 [Source:HGNC Symbol;Acc:HGNC:11422]	17	q25.3	-1	82018702	82024107	-0.109806894	0.541335312
10732	ENSG00000169692	10868	AGPAT2	1-acylglycerol-3-phosphate O-acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:325]	9	q34.3	-1	136673143	136687423	0.07	4.73E-02	4049	AGPAT2	1-acylglycerol-3-phosphate O-acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:325]	9	q34.3	-1	136673143	136687423	-0.369024058	0.007492712
10733	ENSG00000169710	150	FASN	fatty acid synthase [Source:HGNC Symbol;Acc:HGNC:3594]	17	q25.3	-1	82078338	82098332	1.55	8.54E-69	4134	FASN	fatty acid synthase [Source:HGNC Symbol;Acc:HGNC:3594]	17	q25.3	-1	82078338	82098332	-0.723126674	0.00926946
10734	ENSG00000169714	14681	CNBP	CCHC-type zinc finger, nucleic acid binding protein [Source:HGNC Symbol;Acc:HGNC:13164]	3	q21.3	-1	129169484	129183922	0.07	5.44E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10735	ENSG00000169715	5119	MT1E	metallothionein 1E [Source:HGNC Symbol;Acc:HGNC:7397]	16	q13	1	56625475	56627112	-0.83	2.00E-08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10736	ENSG00000169718	217	DUS1L	dihydrouridine synthase 1-like [Source:HGNC Symbol;Acc:HGNC:30086]	17	q25.3	-1	82057506	82065887	0.98	2.54E-62	2836	DUS1L	dihydrouridine synthase 1-like [Source:HGNC Symbol;Acc:HGNC:30086]	17	q25.3	-1	82057506	82065887	-0.543490978	0.000164232
10737	ENSG00000169727	7027	GPS1	G protein pathway suppressor 1 [Source:HGNC Symbol;Acc:HGNC:4549]	17	q25.3	1	82050691	82057470	0.24	4.08E-05	6952	GPS1	G protein pathway suppressor 1 [Source:HGNC Symbol;Acc:HGNC:4549]	17	q25.3	1	82050691	82057470	-0.180704062	0.328484774
10738	ENSG00000169733	4211	RFNG	RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:9974]	17	q25.3	-1	82047902	82051831	0.36	8.53E-11	2699	RFNG	RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase [Source:HGNC Symbol;Acc:HGNC:9974]	17	q25.3	-1	82047902	82051831	-0.633176992	8.35E-05
10739	ENSG00000169738	8397	DCXR	dicarbonyl/L-xylulose reductase [Source:HGNC Symbol;Acc:HGNC:18985]	17	q25.3	-1	82035136	82037732	0.28	1.23E-03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10740	ENSG00000169744	8316	LDB2	LIM domain binding 2 [Source:HGNC Symbol;Acc:HGNC:6533]	4	p15.32	-1	16501541	16898809	-0.17	1.05E-03	7067	LDB2	LIM domain binding 2 [Source:HGNC Symbol;Acc:HGNC:6533]	4	p15.32	-1	16501541	16898809	-0.13813601	0.355346168
10741	ENSG00000169750	797	RAC3	ras-related C3 botulinum toxin substrate 3 (rho family, small GTP binding protein Rac3) [Source:HGNC Symbol;Acc:HGNC:9803]	17	q25.3	1	82031624	82034204	1.01	7.37E-38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10742	ENSG00000169752	4103	NRG4	neuregulin 4 [Source:HGNC Symbol;Acc:HGNC:29862]	15	q24.2	-1	75935969	76059795	-0.68	4.06E-11	3147	NRG4	neuregulin 4 [Source:HGNC Symbol;Acc:HGNC:29862]	15	q24.2	-1	75935969	76059795	0.76281404	0.000627255
10743	ENSG00000169756	6581	LIMS1	LIM and senescent cell antigen-like domains 1 [Source:HGNC Symbol;Acc:HGNC:6616]	2	q12.3	1	108534355	108687246	0.17	9.77E-06	9459	LIMS1	LIM and senescent cell antigen-like domains 1 [Source:HGNC Symbol;Acc:HGNC:6616]	2	q12.3	1	108534355	108687246	-0.003155164	0.981738627
10744	ENSG00000169758	8794	C15orf27	chromosome 15 open reading frame 27 [Source:HGNC Symbol;Acc:HGNC:26763]	15	q24.2	1	76059837	76229121	0.20	2.72E-03	5857	C15orf27	chromosome 15 open reading frame 27 [Source:HGNC Symbol;Acc:HGNC:26763]	15	q24.2	1	76059837	76229121	-0.270194924	0.120331067
10745	ENSG00000169760	1839	NLGN1	neuroligin 1 [Source:HGNC Symbol;Acc:HGNC:14291]	3	q26.31	1	173396284	174286644	-0.55	1.35E-22	7184	NLGN1	neuroligin 1 [Source:HGNC Symbol;Acc:HGNC:14291]	3	q26.31	1	173396284	174286644	-0.198090545	0.387869241
10746	ENSG00000169762	11480	TAPT1	transmembrane anterior posterior transformation 1 [Source:HGNC Symbol;Acc:HGNC:26887]	4	p15.32	-1	16160505	16227410	-0.06	9.00E-02	4903	TAPT1	transmembrane anterior posterior transformation 1 [Source:HGNC Symbol;Acc:HGNC:26887]	4	p15.32	-1	16160505	16227410	0.299938172	0.034799891
10747	ENSG00000169764	3514	UGP2	UDP-glucose pyrophosphorylase 2 [Source:HGNC Symbol;Acc:HGNC:12527]	2	p15	1	63840940	63891562	-0.39	5.15E-13	9392	UGP2	UDP-glucose pyrophosphorylase 2 [Source:HGNC Symbol;Acc:HGNC:12527]	2	p15	1	63840940	63891562	-0.010112797	0.966881397
10748	ENSG00000169783	5348	LINGO1	leucine rich repeat and Ig domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21205]	15	q24.3	-1	77613027	77820900	0.25	5.85E-08	2627	LINGO1	leucine rich repeat and Ig domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21205]	15	q24.3	-1	77613027	77820900	-0.516032425	5.65E-05
10749	ENSG00000169813	1780	HNRNPF	heterogeneous nuclear ribonucleoprotein F [Source:HGNC Symbol;Acc:HGNC:5039]	10	q11.21	-1	43385617	43409166	0.42	4.07E-23	2840	HNRNPF	heterogeneous nuclear ribonucleoprotein F [Source:HGNC Symbol;Acc:HGNC:5039]	10	q11.21	-1	43385617	43409166	0.528718799	0.000167373
10750	ENSG00000169814	2623	BTD	biotinidase [Source:HGNC Symbol;Acc:HGNC:1122]	3	p25.1	1	15601341	15645822	0.52	4.68E-17	2788	BTD	biotinidase [Source:HGNC Symbol;Acc:HGNC:1122]	3	p25.1	1	15601341	15645822	-0.72365894	0.000130371
10751	ENSG00000169826	13775	CSGALNACT2	chondroitin sulfate N-acetylgalactosaminyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:24292]	10	q11.21	1	43138486	43185308	0.02	3.76E-01	3629	CSGALNACT2	chondroitin sulfate N-acetylgalactosaminyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:24292]	10	q11.21	1	43138486	43185308	0.437385973	0.002488016
10752	ENSG00000169851	713	PCDH7	protocadherin 7 [Source:HGNC Symbol;Acc:HGNC:8659]	4	p15.1	1	30720415	31146805	-0.97	3.15E-40	1063	PCDH7	protocadherin 7 [Source:HGNC Symbol;Acc:HGNC:8659]	4	p15.1	1	30720415	31146805	1.848214445	2.04E-11
10753	ENSG00000169855	588	ROBO1	roundabout guidance receptor 1 [Source:HGNC Symbol;Acc:HGNC:10249]	3	p12.3	-1	78597240	79767815	-1.35	1.17E-43	2231	ROBO1	roundabout guidance receptor 1 [Source:HGNC Symbol;Acc:HGNC:10249]	3	p12.3	-1	78597240	79767815	1.062751971	6.19E-06
10754	ENSG00000169856	8530	ONECUT1	one cut homeobox 1 [Source:HGNC Symbol;Acc:HGNC:8138]	15	q21.3	-1	52756989	52791078	-0.27	1.63E-03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10755	ENSG00000169857	4815	AVEN	apoptosis, caspase activation inhibitor [Source:HGNC Symbol;Acc:HGNC:13509]	15	q14	-1	33866227	34039176	0.29	3.62E-09	1622	AVEN	apoptosis, caspase activation inhibitor [Source:HGNC Symbol;Acc:HGNC:13509]	15	q14	-1	33866227	34039176	0.834561549	4.18E-08
10756	ENSG00000169860	7149	P2RY1	purinergic receptor P2Y, G-protein coupled, 1 [Source:HGNC Symbol;Acc:HGNC:8539]	3	q25.2	1	152834693	152841439	-0.44	5.85E-05	4775	P2RY1	purinergic receptor P2Y, G-protein coupled, 1 [Source:HGNC Symbol;Acc:HGNC:8539]	3	q25.2	1	152834693	152841439	0.718868311	0.028547612
10757	ENSG00000169862	766	CTNND2	catenin (cadherin-associated protein), delta 2 [Source:HGNC Symbol;Acc:HGNC:2516]	5	p15.2	-1	10971840	11904043	0.88	1.53E-38	8445	CTNND2	catenin (cadherin-associated protein), delta 2 [Source:HGNC Symbol;Acc:HGNC:2516]	5	p15.2	-1	10971840	11904043	-0.106222619	0.714842658
10758	ENSG00000169871	5765	TRIM56	tripartite motif containing 56 [Source:HGNC Symbol;Acc:HGNC:19028]	7	q22.1	1	101085439	101097967	-0.38	4.33E-07	8362	TRIM56	tripartite motif containing 56 [Source:HGNC Symbol;Acc:HGNC:19028]	7	q22.1	1	101085439	101097967	-0.072543521	0.695592385
10759	ENSG00000169877	16287	AHSP	alpha hemoglobin stabilizing protein [Source:HGNC Symbol;Acc:HGNC:18075]	16	p11.2	1	31527864	31528803	0.01	9.06E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10760	ENSG00000169884	10129	WNT10B	wingless-type MMTV integration site family, member 10B [Source:HGNC Symbol;Acc:HGNC:12775]	12	q13.12	-1	48965340	48971763	-0.08	2.03E-02	3617	WNT10B	wingless-type MMTV integration site family, member 10B [Source:HGNC Symbol;Acc:HGNC:12775]	12	q13.12	-1	48965340	48971763	-0.356190851	0.002413374
10761	ENSG00000169891	94	REPS2	RALBP1 associated Eps domain containing 2 [Source:HGNC Symbol;Acc:HGNC:9963]	X	p22.2	1	16946691	17153280	1.22	3.01E-77	5877	REPS2	RALBP1 associated Eps domain containing 2 [Source:HGNC Symbol;Acc:HGNC:9963]	X	p22.2	1	16946691	17153280	-0.347338292	0.123793755
10762	ENSG00000169895	3911	SYAP1	synapse associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16273]	X	p22.2	1	16719632	16765336	0.39	1.17E-11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10763	ENSG00000169896	9826	ITGAM	integrin, alpha M (complement component 3 receptor 3 subunit) [Source:HGNC Symbol;Acc:HGNC:6149]	16	p11.2	1	31259990	31332892	-0.19	1.38E-02	8866	ITGAM	integrin, alpha M (complement component 3 receptor 3 subunit) [Source:HGNC Symbol;Acc:HGNC:6149]	16	p11.2	1	31259990	31332892	-0.078523523	0.823875519
10764	ENSG00000169902	1470	TPST1	tyrosylprotein sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:12020]	7	q11.21	1	66205199	66420543	-0.55	1.54E-26	3421	TPST1	tyrosylprotein sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:12020]	7	q11.21	1	66205199	66420543	0.717047478	0.001401001
10765	ENSG00000169903	15790	TM4SF4	transmembrane 4 L six family member 4 [Source:HGNC Symbol;Acc:HGNC:11856]	3	q25.1	1	149473974	149503281	0.01	8.00E-01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10766	ENSG00000169908	6222	TM4SF1	transmembrane 4 L six family member 1 [Source:HGNC Symbol;Acc:HGNC:11853]	3	q25.1	-1	149369022	149377865	0.29	2.61E-06	686	TM4SF1	transmembrane 4 L six family member 1 [Source:HGNC Symbol;Acc:HGNC:11853]	3	q25.1	-1	149369022	149377865	1.754492425	3.32E-15
10767	ENSG00000169914	9911	OTUD3	OTU deubiquitinase 3 [Source:HGNC Symbol;Acc:HGNC:29038]	1	p36.13	1	19882513	19912945	0.05	1.54E-02	1211	OTUD3	OTU deubiquitinase 3 [Source:HGNC Symbol;Acc:HGNC:29038]	1	p36.13	1	19882513	19912945	-0.887359174	2.82E-10
10768	ENSG00000169919	1031	GUSB	glucuronidase, beta [Source:HGNC Symbol;Acc:HGNC:4696]	7	q11.21	-1	65960684	65982314	0.73	3.62E-33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10769	ENSG00000169925	7532	BRD3	bromodomain containing 3 [Source:HGNC Symbol;Acc:HGNC:1104]	9	q34.2	-1	134030305	134068535	0.35	1.58E-04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10770	ENSG00000169926	15021	KLF13	Kruppel-like factor 13 [Source:HGNC Symbol;Acc:HGNC:13672]	15	q13.3	1	31326855	31435665	0.01	6.15E-01	539	KLF13	Kruppel-like factor 13 [Source:HGNC Symbol;Acc:HGNC:13672]	15	q13.3	1	31326855	31435665	0.944140141	1.46E-17
10771	ENSG00000169933	10882	FRMPD4	FERM and PDZ domain containing 4 [Source:HGNC Symbol;Acc:HGNC:29007]	X	p22.2	1	12138466	12724523	0.05	4.81E-02	8500	FRMPD4	FERM and PDZ domain containing 4 [Source:HGNC Symbol;Acc:HGNC:29007]	X	p22.2	1	12138466	12724523	-0.057487325	0.728359905
10772	ENSG00000169946	10071	ZFPM2	zinc finger protein, FOG family member 2 [Source:HGNC Symbol;Acc:HGNC:16700]	8	q22.3	1	104590733	105804532	-0.24	1.91E-02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
